from_cell,to_cell,trips,distance,origin,business,eatery,education,leisure,financial,historical,industrial,medical,other,public,religious,residential,shopping,transport
"(6, 3)","(7, 5)",1,2.23606797749979,5.0,0.001917120080916508,0.00028331439447610896,0.008287091065470828,0.007804376307815318,1.777073444321068e-12,0.006458484526553459,0.006436697068677427,0.0027530992368717806,0.008764856064435882,0.0032275285282787943,0.0006982005762650621,0.005866939104212035,0.002596431668052453,0.00742040284865257
"(6, 4)","(4, 5)",1,2.23606797749979,3.0,108.04968376247618,8.15418140511863,135.22225103208615,114.24107752924769,141.18983626037857,119.0792416565078,242.40737121915905,177.64814942800496,98.98621570925688,90.92166700211594,11.963690988936005,172.8215546621472,107.81132970190166,156.39322071570516
"(5, 4)","(4, 1)",1,3.1622776601683795,90.0,18.267097788418237,0.08453710681324746,16.342031098131358,19.98589994810616,10.224902205365233,12.804255053741114,23.70704194724694,8.3622281306636,15.311988136538798,10.528493012710777,0.035235094212127144,18.571654185507526,7.457010194361813,22.698513844755027
"(2, 4)","(5, 2)",1,3.605551275463989,59.0,8.95798919062937,0.4825842693911562,7.25490120599553,9.224039927878858,4.591741438048259,9.316552746159388,8.469876625493306,4.43814076155784,8.588622389348293,4.2880140510160905,0.5944766870735283,9.125141726649835,3.1325464658743596,9.79782049853547
"(2, 4)","(2, 4)",2,0.0,59.0,70.56030710831497,9.494023959816857,59.36056831709318,143.3391279244708,96.36506448512544,108.94778245751631,28.508487610260907,53.55338632935437,81.71624098124664,76.95189249352762,10.01950842862598,55.97676047937298,91.40673737623,75.80170746738571
"(1, 3)","(3, 2)",2,2.23606797749979,29.0,74.71359961549373,5.424473426269259,96.56469657019308,84.53662892270196,48.31504000203282,64.33132055085288,93.18525070778789,51.80541243803996,85.03235409863588,93.6491576925216,4.010044319775014,88.0968466010804,41.1460591655364,116.33105477269214
"(4, 2)","(5, 3)",1,1.4142135623730951,17.0,28.754093673661657,3.12110732115215,26.058431124892696,13.599036979757578,10.098986722104023,37.1948032092839,10.164245637610389,17.719062507506983,30.377216344505605,12.424600162228323,4.226215284180028,28.697787168051715,8.651937113357896,30.31724437960171
"(4, 3)","(7, 5)",1,3.605551275463989,104.0,0.001917120080916508,0.00028331439447610896,0.008287091065470828,0.007804376307815318,1.777073444321068e-12,0.006458484526553459,0.006436697068677427,0.0027530992368717806,0.008764856064435882,0.0032275285282787943,0.0006982005762650621,0.005866939104212035,0.002596431668052453,0.00742040284865257
"(4, 5)","(2, 4)",2,2.23606797749979,103.0,70.56030710831497,9.494023959816857,59.36056831709318,143.3391279244708,96.36506448512544,108.94778245751631,28.508487610260907,53.55338632935437,81.71624098124664,76.95189249352762,10.01950842862598,55.97676047937298,91.40673737623,75.80170746738571
"(1, 3)","(3, 5)",1,2.8284271247461903,29.0,173.37735300798153,10.40775510777436,158.09393269975172,140.98950893727817,126.70869048436762,147.02577426029103,342.33072559908913,151.91124668556859,124.20244802291029,127.74181305308903,13.376568767404832,198.33061288102323,135.7333106093338,173.94618589771218
"(4, 1)","(4, 4)",1,3.0,6.0,276.1355491598332,32.14680079168328,246.8135947874055,240.88397967215283,265.2908311821023,240.2254308878505,169.30103054891475,344.67554180684755,267.04251234501896,249.44973802449329,40.75832539258337,237.76874296540495,434.6442780600322,241.90068545566504
"(4, 4)","(6, 2)",2,2.8284271247461903,123.0,0.24420445420082892,0.011702882092027779,0.17930481165433437,0.5247343421463014,0.0395728221241599,0.4869367680651231,0.3285227506336131,0.13837248444963357,0.515940101936408,0.24312747685473546,0.026127400139061494,0.2867881599873736,0.03079663136714501,0.37100503642208565
"(2, 2)","(4, 2)",3,2.0,40.0,54.37790456456605,3.1339954643774153,50.932269291401305,49.80529257131526,30.823885745839252,47.82874954726389,52.863787654222776,28.59573867318898,46.63158333718219,32.45616819480111,3.281262784287441,56.55861672556458,22.58374323934197,64.31483405887366
"(6, 2)","(5, 4)",2,2.23606797749979,0.0,48.48827354720605,5.653593388375378,58.499401066708145,39.774057114338255,38.738188564906984,37.112260226882135,36.58236557920779,72.70228563120149,47.59123909881049,40.78388996505062,8.121511668647045,51.76262982752973,79.7656735622332,52.03889505087984
